Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G),Altitude,Obstacle Distance
1.9448,0.8626,0.3130,1.2672,0.207031,0.364014,0.857666,-0.029,0.0208,-0.0422,34.91,1.87
1.9482,0.2672,0.2977,1.2366,0.227295,0.370850,0.880127,-0.029,0.0208,-0.0422,34.81999999999999,1.95
1.9516,0.5267,-0.2748,1.2290,0.264648,0.396484,0.812744,-0.029,0.0208,-0.0422,34.99000000000001,1.94
1.955,0.2443,-0.0687,1.3588,0.257568,0.401123,0.849609,-0.029,0.0208,-0.0422,34.91,1.89
1.9584,0.1527,-0.0382,1.0916,0.220215,0.395020,0.836182,-0.029,0.0208,-0.0422,34.91,1.89
1.9618,0.2672,0.2672,1.1527,0.263428,0.388428,0.855713,-0.029,0.0208,-0.0422,34.74000000000001,1.95
1.9652,0.4733,-0.1145,1.6183,0.234619,0.391357,0.860107,-0.029,0.0208,-0.0422,35.25,1.86
1.9686,-0.0840,0.1756,1.5878,0.271973,0.403320,0.820068,-0.029,0.0208,-0.0422,35.25,1.91
1.972,-0.0611,-0.2137,1.3206,0.278564,0.397217,0.847412,-0.029,0.0208,-0.0422,35.5,1.93
1.9754,-0.2214,0.1527,1.1603,0.268066,0.385010,0.843262,-0.029,0.0208,-0.0422,35.75,1.84
1.9788,0.0534,-0.2137,1.6031,0.247559,0.367676,0.869385,-0.029,0.0208,-0.0422,35.41,1.9
1.9822,-0.0458,0.1374,1.8397,0.247314,0.368896,0.834229,-0.029,0.0208,-0.0422,35.25,1.83
1.9856,-0.2061,0.0305,2.4427,0.304932,0.395752,0.831055,-0.029,0.0208,-0.0422,34.99000000000001,1.89
1.989,0.3359,0.0611,3.8931,0.330078,0.377930,0.875244,-0.0236,0.0277,-0.0409,35.33000000000001,1.79
1.9924,-0.3588,0.5573,1.9771,0.313232,0.369629,0.855713,-0.0236,0.0277,-0.0409,35.25,1.82
1.9958,-0.0611,0.1069,1.9466,0.337891,0.360107,0.839355,-0.0236,0.0277,-0.0409,34.81999999999999,1.92
1.9992,-0.1374,0.5191,1.4656,0.359863,0.363281,0.813965,-0.0236,0.0277,-0.0409,35.33000000000001,1.69
2.0026,0.2595,0.0534,1.7634,0.363525,0.382080,0.839111,-0.0236,0.0277,-0.0409,34.99000000000001,1.7
2.006,-0.1908,0.3588,1.2977,0.356934,0.363525,0.865479,-0.0236,0.0277,-0.0409,35.41,1.79
2.0094,0.0076,0.3817,1.6641,0.331787,0.365723,0.824707,-0.0236,0.0277,-0.0409,35.41,1.79
2.0128,0.2366,0.4733,1.5649,0.330322,0.351562,0.892090,-0.0236,0.0277,-0.0409,35.5,1.76
2.0162,0.1756,0.7252,1.9389,0.346436,0.372803,0.816895,-0.0236,0.0277,-0.0409,35.33000000000001,1.63
2.0196,0.3282,0.2672,1.8397,0.356934,0.377930,0.820068,-0.0236,0.0277,-0.0409,35.33000000000001,1.81
2.023,0.1679,0.6870,1.7786,0.369141,0.368408,0.841797,-0.0236,0.0277,-0.0409,35.33000000000001,1.68
2.0264,-0.0763,0.4962,1.4198,0.346191,0.355957,0.887695,-0.0236,0.0277,-0.0409,35.66999999999999,1.71
2.0298,-0.7176,0.3435,1.1527,0.382812,0.367676,0.817383,-0.0236,0.0277,-0.0409,35.5,1.76
2.0332,-0.3206,0.6794,1.1527,0.405273,0.362793,0.799316,-0.0236,0.0277,-0.0409,35.25,1.71
2.0366,-1.9313,-0.0763,1.2366,0.348145,0.332031,0.862305,-0.0236,0.0277,-0.0409,35.33000000000001,1.69
2.04,-0.4275,0.5725,1.2672,0.359863,0.332764,0.857178,-0.0236,0.0277,-0.0409,35.33000000000001,1.66
2.0434,0.3359,0.0000,1.5191,0.371338,0.340820,0.829346,-0.0236,0.0277,-0.0409,34.99000000000001,1.73
2.0468,-0.3435,0.3359,1.1298,0.373047,0.337402,0.880859,-0.0236,0.0277,-0.0409,35.25,1.6
2.0502,-0.4198,0.6031,1.3435,0.371094,0.339355,0.829834,-0.0236,0.0277,-0.0409,34.91,1.63
2.0536,-0.0992,0.0763,1.1527,0.390381,0.336670,0.855713,-0.0236,0.0277,-0.0409,34.91,1.73
2.057,-0.6947,0.3969,0.7099,0.379883,0.342773,0.836670,-0.0236,0.0277,-0.0409,34.81999999999999,1.58
2.0604,-0.7023,0.9237,0.7634,0.359619,0.316650,0.863525,-0.0236,0.0277,-0.0409,34.81999999999999,1.64
2.0638,-0.6718,0.4962,0.9924,0.353516,0.313232,0.867676,-0.0106,0.0368,-0.0381,35.33000000000001,1.68
2.0672,-0.5191,0.6412,1.0687,0.354980,0.297119,0.832031,-0.0106,0.0368,-0.0381,35.33000000000001,1.6
2.0706,-0.3740,0.2672,1.5649,0.369141,0.300049,0.849365,-0.0106,0.0368,-0.0381,35.33000000000001,1.59
2.074,-0.5878,-0.0229,1.1221,0.369873,0.302002,0.835693,-0.0106,0.0368,-0.0381,35.25,1.63
2.0774,-0.8168,0.2519,0.9237,0.372314,0.283691,0.857178,-0.0106,0.0368,-0.0381,35.25,1.6
2.0808,-0.5649,0.3588,1.2214,0.356689,0.261963,0.872559,-0.0106,0.0368,-0.0381,35.33000000000001,1.63
2.0842,-0.7939,0.6870,1.3359,0.373291,0.271729,0.859619,-0.0106,0.0368,-0.0381,35.58000000000001,1.57
2.0876,-0.3130,0.7252,1.2672,0.370850,0.267822,0.910156,-0.0106,0.0368,-0.0381,35.25,1.56
2.091,-0.6412,0.8168,1.0076,0.377197,0.267090,0.857178,-0.0106,0.0368,-0.0381,35.41,1.57
2.0944,-0.9847,1.5573,1.7481,0.332275,0.254395,0.845215,-0.0106,0.0368,-0.0381,35.58000000000001,1.62
2.0978,-0.5191,0.9924,1.4046,0.369873,0.237061,0.925049,-0.0106,0.0368,-0.0381,34.74000000000001,1.56
2.1012,-0.4504,0.9466,1.7252,0.364502,0.240967,0.890137,-0.0106,0.0368,-0.0381,34.56999999999999,1.46
2.1046,-0.2443,0.6565,1.3817,0.366211,0.227539,0.882324,-0.0106,0.0368,-0.0381,35.25,1.57
2.108,-0.4885,0.3969,1.5344,0.379150,0.220215,0.890625,-0.0106,0.0368,-0.0381,34.99000000000001,1.54
2.1114,-0.3740,0.6260,1.2901,0.404785,0.229248,0.893555,-0.0106,0.0368,-0.0381,34.650000000000006,1.5
2.1148,-0.1450,0.6489,1.0153,0.400146,0.223877,0.881836,-0.0106,0.0368,-0.0381,35.5,1.52
2.1182,-0.5496,1.0382,0.6260,0.331787,0.212402,0.897705,-0.0106,0.0368,-0.0381,34.81999999999999,1.56
2.1216,-0.3588,0.5420,1.1985,0.344727,0.210693,0.859619,-0.0106,0.0368,-0.0381,35.33000000000001,1.56
2.125,-0.0916,0.6336,1.2137,0.320312,0.207520,0.906494,-0.0106,0.0368,-0.0381,34.81999999999999,1.47
2.1284,-0.8168,0.6183,0.9695,0.342285,0.218994,0.891113,-0.0106,0.0368,-0.0381,35.41,1.46
2.1318,-0.3588,0.3359,1.1832,0.332520,0.200928,0.909912,-0.0106,0.0368,-0.0381,34.81999999999999,1.6
2.1352,-0.2672,0.3435,1.4962,0.321045,0.193604,0.896729,-0.0106,0.0368,-0.0381,34.91,1.52
2.1386,-0.5267,0.4809,1.0458,0.365234,0.199707,0.870117,-0.004,0.0439,-0.0347,35.5,1.47
2.142,-0.2977,0.6031,1.1298,0.343262,0.176514,0.893311,-0.004,0.0439,-0.0347,35.33000000000001,1.47
2.1454,-0.3893,0.7405,0.9084,0.347168,0.181885,0.912109,-0.004,0.0439,-0.0347,35.25,1.55
2.1488,-0.2137,0.6641,1.0534,0.315918,0.169189,0.919922,-0.004,0.0439,-0.0347,35.5,1.51
2.1522,-0.1145,0.4427,1.5878,0.313965,0.165771,0.912109,-0.004,0.0439,-0.0347,34.81999999999999,1.47
2.1556,-0.0840,0.4733,1.6794,0.322510,0.158203,0.922119,-0.004,0.0439,-0.0347,35.41,1.49
2.159,-0.2214,0.4046,1.7328,0.367188,0.173584,0.907715,-0.004,0.0439,-0.0347,34.81999999999999,1.5
2.1624,0.0992,0.0840,1.6031,0.355225,0.175781,0.883545,-0.004,0.0439,-0.0347,35.5,1.5
2.1658,-0.0916,0.2061,1.5115,0.354492,0.166748,0.921875,-0.004,0.0439,-0.0347,35.33000000000001,1.47
2.1692,-0.1450,0.2824,1.4275,0.394287,0.165039,0.919434,-0.004,0.0439,-0.0347,35.33000000000001,1.48
2.1726,0.0076,-0.0763,1.2901,0.358398,0.156250,0.915771,-0.004,0.0439,-0.0347,34.49000000000001,1.52
2.176,-0.0534,-0.0687,1.1603,0.341064,0.161865,0.914551,-0.004,0.0439,-0.0347,34.81999999999999,1.49
2.1794,-0.2214,0.1756,1.1298,0.339844,0.143799,0.913574,-0.004,0.0439,-0.0347,35.58000000000001,1.48
2.1828,-0.1832,0.5954,1.1832,0.361816,0.155762,0.891846,-0.004,0.0439,-0.0347,34.56999999999999,1.47
2.1862,0.1603,0.2366,1.1603,0.364502,0.156006,0.892822,-0.004,0.0439,-0.0347,34.81999999999999,1.47
2.1896,0.1450,1.0305,1.5802,0.357666,0.154053,0.953613,-0.004,0.0439,-0.0347,35.33000000000001,1.46
2.193,0.4504,-0.1298,1.6870,0.354248,0.158203,0.929932,-0.004,0.0439,-0.0347,34.650000000000006,1.51
2.1964,0.0382,1.1298,1.0763,0.381348,0.179443,0.916016,-0.004,0.0439,-0.0347,34.81999999999999,1.5
2.1998,0.2748,0.9389,0.9695,0.344971,0.160645,0.926758,-0.004,0.0439,-0.0347,34.74000000000001,1.43
2.2032,0.3130,0.7405,0.8702,0.363770,0.174072,0.885498,-0.004,0.0439,-0.0347,34.91,1.45
2.2066,0.3130,1.1069,0.8321,0.321533,0.175293,0.908447,-0.004,0.0439,-0.0347,34.74000000000001,1.32
2.21,-0.3282,1.0840,0.5573,0.335205,0.187988,0.840820,0.0139,0.0507,-0.0292,34.650000000000006,1.33
2.2134,0.6489,0.3282,0.2595,0.330078,0.166260,0.917969,0.0139,0.0507,-0.0292,34.91,1.35
2.2168,0.1221,1.0992,-0.0840,0.309082,0.140869,0.891846,0.0139,0.0507,-0.0292,34.74000000000001,1.34
2.2202,0.5115,1.2443,-0.6565,0.329346,0.161377,0.950928,0.0139,0.0507,-0.0292,35.25,1.6
2.2236,-0.2595,2.9008,0.1527,0.278809,0.154785,0.967041,0.0139,0.0507,-0.0292,34.91,1.29
2.227,0.6489,2.9237,-1.1527,0.276367,0.198975,0.876465,0.0139,0.0507,-0.0292,34.56999999999999,1.55
2.2304,0.1832,1.8321,-1.2901,0.292969,0.211182,0.888428,0.0139,0.0507,-0.0292,34.81999999999999,1.36
2.2338,-0.8015,1.8168,-2.5420,0.291504,0.204590,0.953125,0.0139,0.0507,-0.0292,34.74000000000001,1.36
2.2372,-1.5725,3.2519,-2.9542,0.271484,0.198486,0.853516,0.0139,0.0507,-0.0292,35.41,1.43
2.2406,-2.0763,2.2595,-3.7405,0.243896,0.186279,0.938232,0.0139,0.0507,-0.0292,34.99000000000001,1.51
2.244,-2.7328,2.8855,-3.2672,0.161865,0.154297,0.879639,0.0139,0.0507,-0.0292,34.91,1.46
2.2474,-3.9389,3.0992,-4.0458,0.193848,0.110596,0.914551,0.0139,0.0507,-0.0292,34.91,1.59
2.2508,-4.1756,3.9237,-3.5038,0.094727,0.061768,1.018555,0.0139,0.0507,-0.0292,35.58000000000001,1.4
2.2542,-3.3969,2.7481,-2.8473,0.041992,0.035400,0.935059,0.0139,0.0507,-0.0292,35.33000000000001,1.2
2.2576,-4.0305,3.9542,-1.4198,-0.004883,-0.014893,0.945068,0.0139,0.0507,-0.0292,34.81999999999999,1.34
2.261,-1.1221,0.0305,-1.3435,-0.022217,-0.038086,1.061768,0.0139,0.0507,-0.0292,35.25,0.81
2.2644,-1.7252,1.2061,-0.9389,0.059082,-0.012695,0.878174,0.0139,0.0507,-0.0292,35.25,1.12
2.2678,-2.7405,1.1832,-1.5649,-0.010254,-0.049072,1.015137,0.0139,0.0507,-0.0292,34.74000000000001,0.43
2.2712,-1.4275,1.0229,-0.2443,0.007568,-0.043701,0.946289,0.0139,0.0507,-0.0292,34.99000000000001,0.39
2.2746,-2.1145,0.9084,-0.9160,-0.035156,-0.052002,0.969727,0.0139,0.0507,-0.0292,34.91,0.44
2.278,-2.4733,2.2519,-1.2290,0.026123,-0.092773,0.909180,0.0139,0.0507,-0.0292,35.25,0.45
2.2814,-2.2366,1.1908,-1.4656,-0.012207,-0.110840,0.976807,0.0139,0.0507,-0.0292,35.5,0.48
2.2848,-1.5954,0.5725,-0.6794,-0.075195,-0.109863,0.972656,-0.0079,0.0599,-0.0055,34.99000000000001,0.49
2.2882,-1.6183,0.6031,-0.9160,-0.071289,-0.135254,0.981201,-0.0079,0.0599,-0.0055,34.81999999999999,0.5
2.2916,-2.1069,0.9237,-0.9466,-0.107666,-0.159912,0.968506,-0.0079,0.0599,-0.0055,34.91,0.51
2.295,-1.4046,-0.9924,-0.9466,-0.056152,-0.179199,0.977539,-0.0079,0.0599,-0.0055,34.99000000000001,0.54
2.2984,-2.2290,-0.9695,-1.2137,-0.077637,-0.166260,0.987793,-0.0079,0.0599,-0.0055,34.81999999999999,2.08
2.3018,-0.2443,-0.5344,-0.7863,-0.029297,-0.177002,1.031982,-0.0079,0.0599,-0.0055,35.33000000000001,1.39
2.3052,-0.5802,-0.9237,-0.4733,-0.016846,-0.163086,0.943848,-0.0079,0.0599,-0.0055,34.74000000000001,1.35
2.3086,-0.6794,-1.3893,-1.1603,0.064453,-0.181396,0.895752,-0.0079,0.0599,-0.0055,34.74000000000001,0.72
2.312,-1.1298,-1.5802,-0.3893,-0.046875,-0.168457,0.969238,-0.0079,0.0599,-0.0055,34.81999999999999,0.58
2.3154,0.0153,-2.0916,-2.5649,0.005615,-0.174805,0.987793,-0.0079,0.0599,-0.0055,34.81999999999999,0.57
2.3188,1.4809,-2.4733,-0.2443,0.002197,-0.211914,0.995361,-0.0079,0.0599,-0.0055,34.74000000000001,0.58
2.3222,0.6718,-2.7481,-0.8244,0.029053,-0.162598,0.994629,-0.0079,0.0599,-0.0055,34.650000000000006,0.57
2.3256,0.1756,-3.0763,-0.7099,0.049072,-0.176758,0.964844,-0.0079,0.0599,-0.0055,34.74000000000001,0.56
2.329,1.5496,-3.6260,-1.0840,0.178223,-0.139160,0.979248,-0.0079,0.0599,-0.0055,34.650000000000006,0.56
2.3324,0.9466,-3.7710,-1.0382,0.163574,-0.128174,0.942627,-0.0079,0.0599,-0.0055,34.56999999999999,0.57
2.3358,-0.4580,-1.6641,-1.0153,0.173340,-0.163574,1.015625,-0.0079,0.0599,-0.0055,34.650000000000006,0.57
2.3392,1.8626,-2.6336,-0.8626,0.211914,-0.126953,0.984375,-0.0079,0.0599,-0.0055,35.25,0.57
2.3426,0.6107,-3.0000,-1.4198,0.205322,-0.101807,0.913574,-0.0079,0.0599,-0.0055,35.33000000000001,0.57
2.346,0.1221,-2.4122,-0.9618,0.281982,-0.119629,0.908691,-0.0079,0.0599,-0.0055,34.650000000000006,0.58
2.3494,0.5191,-2.0000,-0.5038,0.240723,-0.117676,0.960449,-0.0079,0.0599,-0.0055,34.56999999999999,0.59
2.3528,0.6947,-2.3435,-0.4351,0.297607,-0.101807,0.908447,-0.0079,0.0599,-0.0055,34.91,0.6
2.3562,0.9847,-1.9160,0.5191,0.316162,-0.091064,0.918457,-0.0079,0.0599,-0.0055,34.99000000000001,0.78
2.3596,0.8015,-1.8855,-0.2519,0.303223,-0.126465,1.001221,-0.0223,0.0502,-0.0357,35.33000000000001,1.84
2.363,1.4962,-2.0611,-0.3053,0.360352,-0.051270,0.815430,-0.0223,0.0502,-0.0357,34.74000000000001,2.05
2.3664,-1.4122,-0.2290,0.4656,0.329346,-0.107178,1.013184,-0.0223,0.0502,-0.0357,34.650000000000006,2.6
2.3698,1.0534,-2.1756,-0.0382,0.416748,-0.047119,0.924316,-0.0223,0.0502,-0.0357,34.74000000000001,2.61
2.3732,-0.5649,-1.4580,-1.2290,0.437012,-0.033936,0.869141,-0.0223,0.0502,-0.0357,34.49000000000001,2.59
2.3766,-1.2443,-2.4733,1.1679,0.363281,-0.039551,0.904053,-0.0223,0.0502,-0.0357,34.74000000000001,2.64
2.38,-0.2672,-3.9695,0.5878,0.421387,-0.115967,0.917725,-0.0223,0.0502,-0.0357,34.56999999999999,2.64
2.3834,1.9924,-3.9695,0.3053,0.461670,-0.061279,0.769043,-0.0223,0.0502,-0.0357,34.650000000000006,2.67
2.3868,-0.9237,-1.4351,-1.0840,0.540527,-0.103760,0.801758,-0.0223,0.0502,-0.0357,34.56999999999999,2.55
2.3902,-2.9237,2.0229,-0.3053,0.357178,-0.126221,0.899414,-0.0223,0.0502,-0.0357,34.56999999999999,2.69
2.3936,1.5344,-1.6794,1.6870,0.433838,-0.119385,1.019287,-0.0223,0.0502,-0.0357,34.49000000000001,2.57
2.397,1.5496,-4.4351,1.4198,0.476807,-0.070801,0.901855,-0.0223,0.0502,-0.0357,34.22999999999999,2.71
2.4004,0.7405,-5.2214,3.0687,0.484131,0.054199,0.688232,-0.0223,0.0502,-0.0357,34.74000000000001,2.54
2.4038,-4.1679,2.4122,8.5649,0.367676,-0.162598,0.530762,-0.0223,0.0502,-0.0357,34.56999999999999,1.9
2.4072,10.7710,-13.7786,11.7023,0.637939,-0.175781,0.620605,-0.0223,0.0502,-0.0357,34.91,0.48
2.4106,5.6336,-1.2061,2.5725,0.985596,-0.218750,0.372559,-0.0223,0.0502,-0.0357,34.56999999999999,2.11
2.414,0.1450,-1.7023,0.4580,0.426758,-0.214355,0.955078,-0.0223,0.0502,-0.0357,34.74000000000001,2.64
2.4174,0.6870,-2.5725,-1.0916,0.655762,-0.079590,0.745850,-0.0223,0.0502,-0.0357,35.41,1.97
2.4208,-0.1756,0.7710,-0.0611,0.651367,-0.072266,0.795166,-0.0223,0.0502,-0.0357,34.91,0.68
2.4242,-0.2290,0.1450,0.8015,0.601074,-0.083740,0.841064,-0.0223,0.0502,-0.0357,34.56999999999999,0.65
2.4276,-0.8550,-1.6336,-1.3206,0.701904,-0.122314,0.598389,-0.0223,0.0502,-0.0357,34.650000000000006,0.68
2.431,1.4885,12.2672,0.0992,0.562012,-0.018066,0.878662,-0.0223,0.0502,-0.0357,34.650000000000006,2.32
2.4344,1.2901,2.6260,3.1069,0.596680,-0.117920,0.683105,-0.0081,0.0421,-0.0488,34.49000000000001,0.67
2.4378,0.1603,3.2290,0.0229,0.455566,-0.059082,0.813232,-0.0081,0.0421,-0.0488,34.74000000000001,2.47
2.4412,-0.2672,-1.8931,0.0305,0.476074,-0.073486,0.897461,-0.0081,0.0421,-0.0488,34.91,0.21
2.4446,0.5878,12.1450,-1.5038,0.532715,-0.050049,0.757080,-0.0081,0.0421,-0.0488,34.74000000000001,0.09
2.448,0.4351,2.0076,0.7786,0.297852,-0.005127,1.277344,-0.0081,0.0421,-0.0488,34.56999999999999,0.1
2.4514,-0.5878,-0.1908,-0.3817,0.447266,-0.079102,0.747559,-0.0081,0.0421,-0.0488,34.91,0.09
2.4548,-0.2672,6.3359,-3.0305,0.331055,-0.032471,0.894775,-0.0081,0.0421,-0.0488,34.74000000000001,0.1
2.4582,0.1145,2.9389,0.1374,0.162842,0.018066,1.097168,-0.0081,0.0421,-0.0488,34.49000000000001,0.07
2.4616,-0.2366,0.5649,-0.3130,0.254395,-0.041992,1.008789,-0.0081,0.0421,-0.0488,34.74000000000001,0.07
2.465,-0.0305,2.4504,0.0763,0.311523,-0.030762,0.976562,-0.0081,0.0421,-0.0488,34.56999999999999,0.07
2.4684,-0.4504,-0.5954,-0.9160,0.233398,-0.088379,1.091309,-0.0081,0.0421,-0.0488,34.56999999999999,0.08
2.4718,-0.4809,1.2519,-1.0840,0.190918,-0.022949,0.961426,-0.0081,0.0421,-0.0488,34.56999999999999,0.1
2.4752,-0.1298,0.9389,-0.4962,0.063232,-0.031738,0.993164,-0.0081,0.0421,-0.0488,34.650000000000006,0.09
2.4786,0.2901,1.4427,-1.3435,1.278564,-0.344238,1.999939,-0.0081,0.0421,-0.0488,34.49000000000001,0.08
2.482,4.4885,13.4275,-6.1145,0.618408,0.137207,0.072998,-0.0081,0.0421,-0.0488,34.49000000000001,0.06
2.4854,0.9084,2.7481,-1.9695,0.080811,-0.065186,1.453369,-0.0081,0.0421,-0.0488,34.91,0.08
2.4888,-0.3053,0.6794,0.6183,0.126221,-0.016113,0.999023,-0.0081,0.0421,-0.0488,34.74000000000001,0.07
2.4922,-0.1756,0.3130,0.0611,0.094482,-0.001709,0.960449,-0.0081,0.0421,-0.0488,34.56999999999999,0.07
2.4956,-0.2290,0.0840,0.0763,0.112061,-0.014893,0.971680,-0.0081,0.0421,-0.0488,34.650000000000006,0.07
2.499,-0.2137,0.1298,0.0840,0.104492,-0.003662,0.963867,-0.0081,0.0421,-0.0488,34.81999999999999,0.08
2.5024,-0.2214,0.2137,0.0840,0.123291,-0.022705,0.973389,-0.0081,0.0421,-0.0488,34.74000000000001,0.07
2.5058,-0.2061,0.1603,0.0611,0.107422,-0.007568,0.976318,-0.0081,0.0421,-0.0488,34.49000000000001,0.08
2.5092,-0.2290,0.1603,0.0611,0.108398,-0.008545,0.970459,-0.0131,0.0594,-0.0189,34.400000000000006,0.05
2.5126,-0.2214,0.1450,0.0458,0.114746,-0.009033,0.975342,-0.0131,0.0594,-0.0189,34.150000000000006,0.06
2.516,-0.2443,0.1527,0.0840,0.107422,-0.003418,0.969482,-0.0131,0.0594,-0.0189,34.56999999999999,0.06
2.5194,-0.1985,0.0992,0.0534,0.102539,-0.006836,0.980957,-0.0131,0.0594,-0.0189,34.49000000000001,0.08
2.5228,-0.1908,0.1374,0.0763,0.112793,-0.004639,0.972656,-0.0131,0.0594,-0.0189,34.56999999999999,0.08
2.5262,-0.2366,0.1679,0.0458,0.099609,-0.005615,0.967285,-0.0131,0.0594,-0.0189,34.31999999999999,0.07
2.5296,-0.2137,0.1374,0.0611,0.110596,-0.006592,0.966064,-0.0131,0.0594,-0.0189,34.650000000000006,0.05
2.533,-0.2061,0.1527,0.0534,0.109863,-0.013184,0.987793,-0.0131,0.0594,-0.0189,34.56999999999999,0.08
2.5364,-0.1985,0.1298,0.0687,0.103027,-0.008057,0.969727,-0.0131,0.0594,-0.0189,34.91,0.07
2.5398,-0.2214,0.1756,0.0611,0.124756,-0.007324,0.975586,-0.0131,0.0594,-0.0189,34.31999999999999,0.07
2.5432,-0.2137,0.1756,0.0916,0.108887,-0.005371,0.969727,-0.0131,0.0594,-0.0189,34.49000000000001,0.09
2.5466,-0.2137,0.1527,0.0687,0.095703,-0.004639,0.976074,-0.0131,0.0594,-0.0189,34.74000000000001,0.07
2.55,-0.2061,0.1374,0.0916,0.110352,-0.003662,0.979004,-0.0131,0.0594,-0.0189,34.650000000000006,0.07
2.5534,-0.2214,0.1450,0.0763,0.104248,-0.004883,0.958252,-0.0131,0.0594,-0.0189,34.81999999999999,0.07
2.5568,-0.2214,0.1374,0.0763,0.107178,-0.007812,0.965820,-0.0131,0.0594,-0.0189,34.49000000000001,0.09
2.5602,-0.2290,0.1603,0.0840,0.118652,-0.011719,0.968506,-0.0131,0.0594,-0.0189,34.49000000000001,0.08
2.5636,-0.2366,0.1527,0.0382,0.099854,-0.012695,0.972900,-0.0131,0.0594,-0.0189,34.81999999999999,0.05
2.567,-0.2214,0.1527,0.0534,0.103027,-0.004639,0.963135,-0.0131,0.0594,-0.0189,34.49000000000001,0.09
2.5704,-0.2061,0.1679,0.0305,0.105713,-0.011963,0.963867,-0.0131,0.0594,-0.0189,34.74000000000001,0.09
2.5738,-0.2137,0.1527,0.0611,0.109131,-0.005127,0.965576,-0.0131,0.0594,-0.0189,34.650000000000006,0.07
2.5772,-0.2290,0.1527,0.0611,0.108154,-0.010742,0.982178,-0.0131,0.0594,-0.0189,34.31999999999999,0.07
2.5806,-0.2137,0.1527,0.0840,0.107422,-0.003662,0.982422,-0.0131,0.0594,-0.0189,34.650000000000006,0.07
