Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G),Altitude,Obstacle Distance
1.2104,-0.2137,0.2519,0.0229,0.177979,-0.096436,0.963135,-0.0652,0.0149,-0.0279,34.650000000000006,0.34
1.2138,-0.2290,0.3588,-0.0916,0.176270,-0.101807,0.970703,-0.0652,0.0149,-0.0279,34.650000000000006,0.34
1.2172,-0.2672,0.3664,0.0458,0.167236,-0.093018,0.946777,-0.0652,0.0149,-0.0279,34.31999999999999,0.34
1.2206,-0.2748,0.1985,0.2061,0.158936,-0.098877,0.998291,-0.0652,0.0149,-0.0279,34.49000000000001,0.34
1.224,0.0076,0.1756,0.1756,0.177490,-0.092773,0.958008,-0.0652,0.0149,-0.0279,34.74000000000001,0.34
1.2274,-0.2061,0.2443,0.0305,0.187500,-0.089844,0.950928,-0.0652,0.0149,-0.0279,34.56999999999999,0.34
1.2308,-0.0076,0.1908,0.0000,0.179443,-0.098633,0.981689,-0.0652,0.0149,-0.0279,34.22999999999999,0.34
1.2342,-0.0076,0.4733,0.0382,0.179932,-0.094971,0.988525,-0.0652,0.0149,-0.0279,34.91,0.34
1.2376,0.0153,0.3282,0.1527,0.175049,-0.085938,0.937744,-0.0652,0.0149,-0.0279,34.650000000000006,0.34
1.241,-0.0992,0.0153,0.1298,0.179443,-0.108154,0.938232,-0.0652,0.0149,-0.0279,34.650000000000006,0.34
1.2444,-0.1832,0.1756,-0.0153,0.182129,-0.090088,0.954834,-0.065,0.0142,-0.0282,34.150000000000006,0.34
1.2478,-0.2824,0.1450,-0.0687,0.163330,-0.095215,0.960938,-0.065,0.0142,-0.0282,34.56999999999999,0.34
1.2512,-0.3206,0.0840,0.1908,0.166016,-0.096680,0.965088,-0.065,0.0142,-0.0282,34.400000000000006,0.34
1.2546,-0.3206,0.1450,0.1374,0.180176,-0.086182,0.957764,-0.065,0.0142,-0.0282,34.650000000000006,0.34
1.258,-0.3359,0.3053,0.0916,0.177246,-0.082031,0.939697,-0.065,0.0142,-0.0282,34.56999999999999,0.34
1.2614,-0.2061,0.1527,-0.0687,0.162598,-0.090576,0.947998,-0.065,0.0142,-0.0282,34.22999999999999,0.34
1.2648,-0.2901,0.1527,0.1069,0.166504,-0.095703,0.972656,-0.065,0.0142,-0.0282,34.49000000000001,0.34
1.2682,-0.2977,0.2366,0.1985,0.172119,-0.099121,0.968750,-0.065,0.0142,-0.0282,34.22999999999999,0.34
1.2716,-0.1908,0.2290,-0.0458,0.182617,-0.088379,0.937744,-0.065,0.0142,-0.0282,34.74000000000001,0.34
1.275,-0.3588,0.0000,0.0382,0.158203,-0.099609,0.977051,-0.065,0.0142,-0.0282,34.91,0.34
1.2784,-0.3817,-0.0840,0.1832,0.173828,-0.080811,0.937500,-0.065,0.0142,-0.0282,34.650000000000006,0.34
1.2818,-0.1603,-0.0611,0.1603,0.181152,-0.095703,0.997314,-0.065,0.0142,-0.0282,34.400000000000006,0.34
1.2852,-0.4198,0.2290,0.1221,0.186279,-0.099609,0.984131,-0.065,0.0142,-0.0282,34.650000000000006,0.34
1.2886,-0.2901,-0.0153,-0.0076,0.176270,-0.083740,0.956055,-0.065,0.0142,-0.0282,34.74000000000001,0.34
1.292,-0.1832,0.2672,0.0076,0.174072,-0.104736,0.966797,-0.065,0.0142,-0.0282,34.56999999999999,0.34
1.2954,-0.1527,0.2137,0.0153,0.165283,-0.105469,0.967773,-0.065,0.0142,-0.0282,34.49000000000001,0.34
1.2988,-0.2824,-0.0305,0.0916,0.185791,-0.099854,0.948242,-0.065,0.0142,-0.0282,34.99000000000001,0.34
1.3022,-0.3282,0.0916,0.2137,0.156494,-0.094727,0.963135,-0.065,0.0142,-0.0282,34.49000000000001,0.34
1.3056,-0.4275,0.2672,-0.0687,0.184814,-0.094727,0.937012,-0.065,0.0142,-0.0282,34.56999999999999,0.34
1.309,-0.4656,0.3053,-0.1145,0.159912,-0.107422,0.937744,-0.065,0.0142,-0.0282,34.650000000000006,0.34
1.3124,-0.4962,0.0076,0.0687,0.172852,-0.119873,0.982666,-0.065,0.0142,-0.0282,34.06,0.34
1.3158,-0.5267,-1.9542,0.1298,0.184326,-0.098389,0.967041,-0.065,0.0142,-0.0282,34.74000000000001,0.34
1.3192,-0.3588,0.0916,0.0992,0.172119,-0.115234,0.979980,-0.0656,0.0144,-0.0274,34.74000000000001,0.34
1.3226,-0.3740,0.4046,0.0000,0.172607,-0.099854,0.937744,-0.0656,0.0144,-0.0274,34.22999999999999,0.34
1.326,-0.0840,-0.5038,0.3740,0.161865,-0.102295,0.961670,-0.0656,0.0144,-0.0274,34.400000000000006,0.34
1.3294,-0.5267,-0.1145,0.2824,0.195312,-0.110352,0.950684,-0.0656,0.0144,-0.0274,34.22999999999999,0.33
1.3328,-0.3511,-0.3511,0.0763,0.190918,-0.099609,0.929688,-0.0656,0.0144,-0.0274,34.31999999999999,0.33
1.3362,-0.4351,0.1145,0.0076,0.183350,-0.122070,0.983887,-0.0656,0.0144,-0.0274,34.49000000000001,0.34
1.3396,-0.1374,0.2137,0.1679,0.189697,-0.114258,0.953857,-0.0656,0.0144,-0.0274,34.22999999999999,0.34
1.343,0.0305,0.2061,0.1450,0.185547,-0.104492,0.928467,-0.0656,0.0144,-0.0274,34.650000000000006,0.33
1.3464,-0.8015,0.2061,0.0763,0.179688,-0.110840,0.951416,-0.0656,0.0144,-0.0274,34.150000000000006,0.33
1.3498,-0.0916,0.0840,0.1603,0.172607,-0.109863,0.973145,-0.0656,0.0144,-0.0274,34.31999999999999,0.33
1.3532,0.0076,0.2824,0.1221,0.188477,-0.114746,0.956787,-0.0656,0.0144,-0.0274,34.49000000000001,0.33
1.3566,-0.0611,0.1908,-0.0916,0.197754,-0.107910,0.970215,-0.0656,0.0144,-0.0274,34.650000000000006,0.33
1.36,-0.3817,0.0458,0.0916,0.183105,-0.111084,0.966064,-0.0656,0.0144,-0.0274,34.74000000000001,0.33
1.3634,-0.3435,0.0992,0.1603,0.182373,-0.114258,0.970703,-0.0656,0.0144,-0.0274,34.650000000000006,0.33
1.3668,-0.0153,0.3206,0.0305,0.200439,-0.114990,0.942139,-0.0656,0.0144,-0.0274,34.74000000000001,0.33
1.3702,-0.2824,0.1298,0.0763,0.182617,-0.110107,0.964844,-0.0656,0.0144,-0.0274,34.400000000000006,0.33
1.3736,-0.3588,0.0687,0.1221,0.195557,-0.109131,0.967041,-0.0656,0.0144,-0.0274,34.650000000000006,0.33
1.377,-0.2672,0.1450,0.0763,0.189209,-0.108643,0.962402,-0.0656,0.0144,-0.0274,34.49000000000001,0.33
1.3804,-0.3588,0.0229,-0.0305,0.199707,-0.115234,0.963623,-0.0656,0.0144,-0.0274,34.49000000000001,0.33
1.3838,-0.1832,0.0763,0.0534,0.188232,-0.114014,0.965088,-0.0656,0.0144,-0.0274,34.400000000000006,0.33
1.3872,-0.0611,0.0382,0.0916,0.185791,-0.114258,0.972900,-0.0656,0.0144,-0.0274,34.650000000000006,0.33
1.3906,-0.1374,0.1832,-0.0076,0.194336,-0.107178,0.962402,-0.0656,0.0144,-0.0274,34.650000000000006,0.33
1.394,-0.0076,0.0000,0.0382,0.175781,-0.104980,0.946045,-0.0661,0.0147,-0.0274,34.74000000000001,0.33
1.3974,-0.0992,0.0763,0.1603,0.195312,-0.118164,0.965332,-0.0661,0.0147,-0.0274,34.06,0.33
1.4008,0.0534,0.0763,-0.0153,0.190186,-0.120850,0.953613,-0.0661,0.0147,-0.0274,34.56999999999999,0.33
1.4042,-0.1450,0.1603,-0.0687,0.195801,-0.101807,0.950439,-0.0661,0.0147,-0.0274,34.650000000000006,0.33
1.4076,-0.0763,-0.0840,0.0534,0.181396,-0.104980,0.946289,-0.0661,0.0147,-0.0274,34.650000000000006,0.33
1.411,-0.0763,0.1069,0.0000,0.196777,-0.116699,0.997803,-0.0661,0.0147,-0.0274,34.49000000000001,0.33
1.4144,0.0763,0.5954,-0.1221,0.202637,-0.096436,0.952148,-0.0661,0.0147,-0.0274,34.31999999999999,0.33
1.4178,0.1069,0.6641,-0.0763,0.180908,-0.106934,0.963867,-0.0661,0.0147,-0.0274,34.22999999999999,0.34
1.4212,-0.1832,-0.0916,-0.0534,0.200195,-0.091309,0.936279,-0.0661,0.0147,-0.0274,34.56999999999999,0.34
1.4246,-0.4809,-0.1527,-0.1450,0.196045,-0.102051,0.948730,-0.0661,0.0147,-0.0274,34.400000000000006,0.34
1.428,0.2214,-0.0076,0.0153,0.172363,-0.116455,0.979980,-0.0661,0.0147,-0.0274,33.97999999999999,0.34
1.4314,-0.3817,0.2748,0.1298,0.185059,-0.101562,0.979248,-0.0661,0.0147,-0.0274,34.650000000000006,0.34
1.4348,-0.0305,0.1832,0.0229,0.199951,-0.088623,0.931885,-0.0661,0.0147,-0.0274,34.400000000000006,0.34
1.4382,-0.3053,-0.6641,-0.2061,0.195068,-0.105225,0.981445,-0.0661,0.0147,-0.0274,35.25,0.34
1.4416,-0.1908,-0.6794,-0.0305,0.193848,-0.097900,0.997314,-0.0661,0.0147,-0.0274,34.49000000000001,0.34
1.445,0.6031,0.3740,-0.0763,0.204590,-0.075439,0.958740,-0.0661,0.0147,-0.0274,34.49000000000001,0.34
1.4484,0.0840,-0.6794,-0.2061,0.195801,-0.073730,0.936768,-0.0661,0.0147,-0.0274,34.31999999999999,0.34
1.4518,-0.8397,-2.8779,-0.0305,0.211182,-0.078125,0.927490,-0.0661,0.0147,-0.0274,34.74000000000001,0.34
1.4552,-0.1908,-0.7023,-0.4427,0.267822,-0.106689,0.992676,-0.0661,0.0147,-0.0274,33.97999999999999,0.34
1.4586,-0.0534,-0.0916,-0.6565,0.255615,-0.095215,0.941650,-0.0661,0.0147,-0.0274,34.31999999999999,0.35
1.462,-0.3511,0.2519,-0.5954,0.237061,-0.101807,0.958008,-0.0661,0.0147,-0.0274,34.74000000000001,0.35
1.4654,0.0992,-0.0763,-0.0992,0.236572,-0.090820,0.963135,-0.0661,0.0147,-0.0274,34.400000000000006,0.35
1.4688,0.4198,0.0000,0.0534,0.263672,-0.066406,0.932617,-0.0651,0.0095,-0.0299,34.650000000000006,0.35
1.4722,-0.0611,-0.3053,-0.1069,0.254395,-0.072021,0.954102,-0.0651,0.0095,-0.0299,34.31999999999999,0.35
1.4756,0.1069,0.2977,-0.2290,0.250244,-0.075195,0.975586,-0.0651,0.0095,-0.0299,34.31999999999999,0.35
1.479,0.3359,0.7328,-0.1450,0.266846,-0.070068,0.922363,-0.0651,0.0095,-0.0299,34.74000000000001,0.35
1.4824,0.0840,0.1374,-0.3435,0.242920,-0.078613,0.969971,-0.0651,0.0095,-0.0299,34.91,0.36
1.4858,0.2366,0.3740,0.0000,0.246338,-0.072021,0.938477,-0.0651,0.0095,-0.0299,34.91,0.35
1.4892,0.0840,-0.1603,0.0382,0.259521,-0.060791,0.953613,-0.0651,0.0095,-0.0299,34.74000000000001,0.36
1.4926,0.4351,0.0458,0.0229,0.263428,-0.057861,0.960449,-0.0651,0.0095,-0.0299,34.650000000000006,0.36
1.496,0.5344,0.0840,0.0916,0.237061,-0.051025,0.924072,-0.0651,0.0095,-0.0299,34.56999999999999,0.36
1.4994,-0.2214,-0.6412,0.4580,0.233154,-0.039795,0.937988,-0.0651,0.0095,-0.0299,34.400000000000006,0.36
1.5028,0.5038,-0.5267,0.4580,0.292725,-0.033936,0.968750,-0.0651,0.0095,-0.0299,34.22999999999999,0.36
1.5062,0.1450,0.0305,-0.2214,0.277344,-0.036621,0.958740,-0.0651,0.0095,-0.0299,34.56999999999999,0.36
1.5096,0.5267,0.1298,0.0992,0.250488,-0.046387,0.893311,-0.0651,0.0095,-0.0299,34.49000000000001,0.36
1.513,0.0229,-0.2061,0.0153,0.276123,-0.021240,0.907227,-0.0651,0.0095,-0.0299,34.99000000000001,0.36
1.5164,-0.1679,-0.2366,0.0458,0.266357,-0.039062,0.962646,-0.0651,0.0095,-0.0299,34.99000000000001,0.35
1.5198,-0.0076,-0.2519,0.1145,0.281982,-0.034668,0.987061,-0.0651,0.0095,-0.0299,35.25,0.36
1.5232,0.1374,0.4885,-0.0992,0.284180,-0.026367,0.964844,-0.0651,0.0095,-0.0299,34.91,0.36
1.5266,0.2901,1.1527,-0.1221,0.266602,-0.013916,0.952393,-0.0651,0.0095,-0.0299,34.31999999999999,0.36
1.53,0.4351,0.1450,-0.0611,0.273438,0.012207,0.928223,-0.0651,0.0095,-0.0299,34.91,0.36
1.5334,-0.2748,0.5038,-0.3206,0.255371,-0.012207,0.940674,-0.0651,0.0095,-0.0299,34.91,0.36
1.5368,0.5267,-0.0840,0.1908,0.255615,-0.012695,0.923340,-0.0651,0.0095,-0.0299,34.56999999999999,0.36
1.5402,0.1145,0.4351,0.3893,0.253418,-0.015381,0.968994,-0.0651,0.0095,-0.0299,34.56999999999999,0.36
1.5436,-0.1832,0.2519,0.5420,0.275879,0.007324,0.910889,-0.0612,0.0063,-0.0336,34.81999999999999,0.36
1.547,0.4809,-0.0916,0.3817,0.281006,0.003174,0.922119,-0.0612,0.0063,-0.0336,34.49000000000001,0.36
1.5504,0.0153,0.2824,0.1527,0.260010,0.000000,0.970947,-0.0612,0.0063,-0.0336,34.650000000000006,0.36
1.5538,0.1145,0.1985,-0.0382,0.274170,0.026855,0.952393,-0.0612,0.0063,-0.0336,34.74000000000001,0.36
1.5572,0.2748,0.1679,-0.0763,0.268555,0.010986,0.971680,-0.0612,0.0063,-0.0336,34.400000000000006,0.35
1.5606,0.1679,0.2519,-0.1298,0.254150,0.015625,0.983154,-0.0612,0.0063,-0.0336,34.56999999999999,0.36
1.564,0.7710,0.0992,0.0687,0.265625,0.019531,0.973145,-0.0612,0.0063,-0.0336,34.56999999999999,0.36
1.5674,0.7405,0.6947,0.1985,0.250000,0.020020,0.966309,-0.0612,0.0063,-0.0336,34.74000000000001,0.36
1.5708,0.6183,0.4656,0.3664,0.233154,0.039062,0.947021,-0.0612,0.0063,-0.0336,34.99000000000001,0.36
1.5742,0.8168,0.3511,0.3664,0.250000,0.031494,0.949219,-0.0612,0.0063,-0.0336,35.25,0.36
1.5776,0.7405,0.6412,0.1221,0.252441,0.053955,0.961182,-0.0612,0.0063,-0.0336,34.49000000000001,0.35
1.581,0.5038,0.3511,0.2137,0.245361,0.071533,0.929443,-0.0612,0.0063,-0.0336,35.33000000000001,0.35
1.5844,-0.0076,0.4351,-0.1145,0.242676,0.070312,0.934082,-0.0612,0.0063,-0.0336,34.91,0.35
1.5878,0.2137,0.4046,0.1756,0.237305,0.055420,0.963379,-0.0612,0.0063,-0.0336,34.81999999999999,0.35
1.5912,0.2672,0.8397,0.1298,0.239990,0.073975,0.928711,-0.0612,0.0063,-0.0336,34.99000000000001,0.36
1.5946,1.0840,0.4580,0.7405,0.232910,0.076660,0.958008,-0.0612,0.0063,-0.0336,34.74000000000001,0.36
1.598,0.6565,-0.1069,0.7252,0.223877,0.106445,0.957764,-0.0612,0.0063,-0.0336,35.25,0.36
1.6014,0.3740,-0.0916,0.5496,0.239258,0.106689,0.938477,-0.0612,0.0063,-0.0336,34.81999999999999,0.36
1.6048,0.6183,-0.0305,0.2672,0.242676,0.096680,0.967041,-0.0612,0.0063,-0.0336,34.99000000000001,0.36
1.6082,-0.0305,0.0840,0.1756,0.228760,0.113037,0.950928,-0.0612,0.0063,-0.0336,34.56999999999999,0.35
1.6116,0.2443,-1.9466,0.4580,0.234131,0.107178,0.976318,-0.0612,0.0063,-0.0336,35.25,0.36
1.615,0.3435,-0.0763,0.5649,0.239746,0.110107,0.937256,-0.0548,0.0075,-0.0383,34.99000000000001,0.36
1.6184,0.0305,-0.0458,0.6794,0.243164,0.105713,0.957275,-0.0548,0.0075,-0.0383,34.74000000000001,0.36
1.6218,0.6183,0.6718,0.1374,0.263672,0.119385,0.894287,-0.0548,0.0075,-0.0383,34.99000000000001,0.36
1.6252,0.1145,0.7557,0.1908,0.220215,0.098633,0.970215,-0.0548,0.0075,-0.0383,34.99000000000001,0.36
1.6286,-0.1221,0.6336,0.3130,0.227295,0.111084,0.941162,-0.0548,0.0075,-0.0383,34.81999999999999,0.36
1.632,0.6794,0.4046,0.4275,0.239746,0.121094,0.915771,-0.0548,0.0075,-0.0383,34.91,0.37
1.6354,-0.2443,0.1221,0.4733,0.241943,0.137451,0.933594,-0.0548,0.0075,-0.0383,34.49000000000001,0.37
1.6388,-1.9542,-0.0534,0.5725,0.241211,0.129639,0.973389,-0.0548,0.0075,-0.0383,34.49000000000001,0.37
1.6422,-0.5420,-0.2214,0.9008,0.243896,0.162842,0.833740,-0.0548,0.0075,-0.0383,34.74000000000001,0.37
1.6456,-2.5344,-1.3053,0.1069,0.292480,0.103027,0.966064,-0.0548,0.0075,-0.0383,34.650000000000006,0.37
1.649,-0.5649,-0.3435,0.1985,0.256348,0.105713,0.946289,-0.0548,0.0075,-0.0383,34.650000000000006,0.38
1.6524,-0.3511,-0.2366,-0.0534,0.265625,0.100342,0.903809,-0.0548,0.0075,-0.0383,34.81999999999999,0.38
1.6558,-0.3435,0.1527,-0.2366,0.252686,0.078369,0.959961,-0.0548,0.0075,-0.0383,34.650000000000006,0.38
1.6592,0.3511,0.2901,0.0534,0.248047,0.098633,0.960693,-0.0548,0.0075,-0.0383,34.56999999999999,0.38
1.6626,0.7405,0.3588,0.2672,0.261719,0.113525,0.975098,-0.0548,0.0075,-0.0383,34.650000000000006,0.38
1.666,0.0687,0.2366,0.1527,0.269775,0.115967,0.961182,-0.0548,0.0075,-0.0383,34.74000000000001,0.38
1.6694,0.5649,0.0153,0.3969,0.252686,0.125977,0.947266,-0.0548,0.0075,-0.0383,34.650000000000006,0.38
1.6728,-0.0229,-0.2366,0.6412,0.256348,0.133057,0.943359,-0.0548,0.0075,-0.0383,34.49000000000001,0.38
1.6762,-0.5573,0.1221,0.1679,0.284180,0.148682,0.870117,-0.0548,0.0075,-0.0383,34.650000000000006,0.38
1.6796,-0.4427,-0.3130,-0.0763,0.280273,0.113037,0.970947,-0.0548,0.0075,-0.0383,34.650000000000006,0.39
1.683,-0.2214,-0.0611,-0.0916,0.268799,0.120117,0.939941,-0.0548,0.0075,-0.0383,34.74000000000001,0.39
1.6864,-0.4809,0.1298,-0.1527,0.267090,0.116943,0.931885,-0.0548,0.0075,-0.0383,34.74000000000001,0.4
1.6898,-0.0687,0.0916,0.1908,0.286865,0.118408,0.944336,-0.052,0.0077,-0.038,34.74000000000001,0.4
1.6932,0.1069,0.1603,0.1069,0.271240,0.124512,0.932129,-0.052,0.0077,-0.038,34.91,0.4
1.6966,0.2290,0.0000,0.0611,0.294189,0.124023,0.948975,-0.052,0.0077,-0.038,34.91,0.4
1.7,-0.1221,0.3206,0.1985,0.261230,0.127686,0.957520,-0.052,0.0077,-0.038,34.91,0.4
1.7034,0.2443,1.9389,1.9466,0.278809,0.131592,0.947754,-0.052,0.0077,-0.038,34.650000000000006,0.4
1.7068,0.4656,0.4427,0.2901,0.277588,0.129639,0.955322,-0.052,0.0077,-0.038,34.91,0.41
1.7102,0.6947,0.1832,0.1374,0.279785,0.131104,0.940918,-0.052,0.0077,-0.038,34.74000000000001,0.41
1.7136,0.5802,0.4122,0.4656,0.265869,0.158203,0.899658,-0.052,0.0077,-0.038,34.99000000000001,0.41
1.717,0.1298,0.2519,-0.0382,0.267822,0.148926,0.917480,-0.052,0.0077,-0.038,34.99000000000001,0.41
1.7204,-0.0229,0.5115,0.0305,0.250000,0.143311,0.929199,-0.052,0.0077,-0.038,35.33000000000001,0.41
1.7238,0.3969,0.3817,0.3359,0.266357,0.141113,0.938232,-0.052,0.0077,-0.038,35.25,0.41
1.7272,0.5115,0.2519,0.3893,0.256836,0.152832,0.952148,-0.052,0.0077,-0.038,34.56999999999999,0.41
1.7306,0.1374,0.7557,0.0305,0.273926,0.158203,0.928223,-0.052,0.0077,-0.038,34.91,0.42
1.734,0.6183,0.5267,0.6489,0.241943,0.156250,0.939453,-0.052,0.0077,-0.038,34.99000000000001,0.42
1.7374,0.3130,0.4656,0.5344,0.249023,0.185303,0.926514,-0.052,0.0077,-0.038,35.5,0.42
1.7408,0.3817,0.0229,0.7939,0.272217,0.184326,0.911133,-0.052,0.0077,-0.038,34.99000000000001,0.42
1.7442,0.7481,0.1221,0.6031,0.243896,0.175781,0.963867,-0.052,0.0077,-0.038,34.56999999999999,0.42
1.7476,0.5725,0.4733,0.5038,0.259277,0.190430,0.921387,-0.052,0.0077,-0.038,34.650000000000006,0.43
1.751,0.9160,0.1145,0.9008,0.256104,0.193604,0.916260,-0.052,0.0077,-0.038,34.91,0.43
1.7544,0.5496,0.9618,0.4198,0.272461,0.203369,0.926514,-0.052,0.0077,-0.038,34.81999999999999,0.43
1.7578,0.4580,1.4733,0.5649,0.266846,0.220703,0.895508,-0.052,0.0077,-0.038,35.5,0.43
1.7612,0.8015,0.1832,0.5420,0.211426,0.208496,0.952393,-0.052,0.0077,-0.038,34.74000000000001,0.44
1.7646,0.4504,0.2137,0.6870,0.230957,0.211914,0.941650,-0.0442,0.0113,-0.0397,34.81999999999999,0.44
1.768,1.1221,-0.1985,0.8168,0.220215,0.224854,0.923340,-0.0442,0.0113,-0.0397,35.25,0.44
1.7714,0.8626,0.0611,0.9466,0.220459,0.235352,0.934814,-0.0442,0.0113,-0.0397,35.58000000000001,0.44
1.7748,0.9466,0.3740,0.8550,0.250488,0.238037,0.915283,-0.0442,0.0113,-0.0397,35.25,0.44
1.7782,1.0153,0.0153,1.0687,0.234375,0.244385,0.899414,-0.0442,0.0113,-0.0397,35.25,0.44
1.7816,0.6947,0.4656,0.7863,0.259033,0.258301,0.883301,-0.0442,0.0113,-0.0397,35.75,0.44
1.785,0.5573,1.0305,0.8168,0.249023,0.270752,0.864990,-0.0442,0.0113,-0.0397,35.33000000000001,0.44
1.7884,0.1756,0.7176,0.4427,0.245117,0.275391,0.892090,-0.0442,0.0113,-0.0397,35.33000000000001,0.45
1.7918,0.1374,0.7328,1.0534,0.227783,0.280518,0.932373,-0.0442,0.0113,-0.0397,34.81999999999999,0.44
1.7952,0.4351,0.1221,0.8855,0.229004,0.277832,0.926025,-0.0442,0.0113,-0.0397,34.91,0.45
1.7986,0.4809,1.3511,1.2214,0.247559,0.265869,0.952148,-0.0442,0.0113,-0.0397,35.66999999999999,0.45
1.802,0.8244,1.0916,0.8168,0.203369,0.282471,0.897705,-0.0442,0.0113,-0.0397,34.81999999999999,0.45
1.8054,0.4962,1.1527,1.4885,0.214355,0.297607,0.887939,-0.0442,0.0113,-0.0397,34.650000000000006,0.46
1.8088,0.4427,-0.1374,1.1985,0.231201,0.299561,0.888184,-0.0442,0.0113,-0.0397,35.5,0.45
1.8122,0.4580,-0.0611,1.0763,0.252441,0.303223,0.904297,-0.0442,0.0113,-0.0397,34.99000000000001,0.45
1.8156,0.4809,0.0534,0.9847,0.266602,0.314941,0.878418,-0.0442,0.0113,-0.0397,34.91,0.46
1.819,0.9008,-0.3893,0.8702,0.269531,0.299561,0.887939,-0.0442,0.0113,-0.0397,34.56999999999999,0.46
1.8224,0.4427,0.4809,0.7557,0.270508,0.316650,0.873047,-0.0442,0.0113,-0.0397,34.49000000000001,0.45
1.8258,0.3359,0.0840,0.4046,0.275391,0.324707,0.834717,-0.0442,0.0113,-0.0397,34.56999999999999,0.5
1.8292,0.0763,0.0687,0.3969,0.282227,0.309326,0.851074,-0.0442,0.0113,-0.0397,34.81999999999999,0.53
1.8326,0.3740,-0.6183,0.5649,0.249023,0.319824,0.861572,-0.0442,0.0113,-0.0397,34.74000000000001,0.56
1.836,-0.3206,0.0305,0.0840,0.324951,0.351318,0.882812,-0.0442,0.0113,-0.0397,34.99000000000001,0.75
1.8394,-0.2824,-0.2824,-0.1527,0.267822,0.334229,0.875977,-0.0335,0.0193,-0.0419,35.25,0.77
1.8428,-0.5725,0.5954,-0.2519,0.273682,0.319092,0.900879,-0.0335,0.0193,-0.0419,34.91,1.17
1.8462,-0.1374,0.0916,0.4275,0.226562,0.324707,0.892822,-0.0335,0.0193,-0.0419,34.91,1.33
1.8496,-0.1603,-1.2290,0.7481,0.261475,0.324219,0.904541,-0.0335,0.0193,-0.0419,35.25,1.4
1.853,-0.0305,-0.0076,0.5496,0.311279,0.333252,0.901367,-0.0335,0.0193,-0.0419,34.81999999999999,1.43
1.8564,-0.0076,0.9389,0.2443,0.277832,0.319092,0.907715,-0.0335,0.0193,-0.0419,34.74000000000001,1.78
1.8598,0.4504,-1.9542,0.3053,0.275146,0.358398,0.845459,-0.0335,0.0193,-0.0419,34.99000000000001,1.92
1.8632,0.1527,0.0229,0.6489,0.303955,0.336670,0.886963,-0.0335,0.0193,-0.0419,35.33000000000001,1.67
1.8666,0.9618,-0.5496,0.6718,0.261475,0.331299,0.904053,-0.0335,0.0193,-0.0419,35.41,1.72
1.87,0.7939,0.3588,0.3664,0.315186,0.332031,0.918945,-0.0335,0.0193,-0.0419,34.81999999999999,1.77
1.8734,0.8626,0.4885,0.2672,0.284180,0.334473,0.855713,-0.0335,0.0193,-0.0419,35.25,1.9
1.8768,0.9389,0.2595,0.5344,0.258789,0.352783,0.848633,-0.0335,0.0193,-0.0419,34.74000000000001,1.86
1.8802,0.5115,-0.3359,0.4580,0.308350,0.350098,0.837402,-0.0335,0.0193,-0.0419,34.56999999999999,1.67
1.8836,0.4809,0.0840,0.6336,0.296631,0.366943,0.862061,-0.0335,0.0193,-0.0419,35.41,1.76
1.887,0.3588,1.1450,-0.1145,0.301025,0.382812,0.853516,-0.0335,0.0193,-0.0419,34.99000000000001,1.89
1.8904,0.7863,0.6260,-0.5649,0.307129,0.378174,0.882568,-0.0335,0.0193,-0.0419,35.41,1.88
1.8938,0.5878,1.2595,-0.9771,0.266602,0.381592,0.851074,-0.0335,0.0193,-0.0419,35.33000000000001,1.82
1.8972,0.1450,1.7939,-0.2901,0.219238,0.364258,0.866455,-0.0335,0.0193,-0.0419,34.81999999999999,1.91
1.9006,0.0840,0.8397,0.2443,0.225830,0.378906,0.847900,-0.0335,0.0193,-0.0419,34.56999999999999,1.92
1.904,-0.0763,0.1832,-0.6718,0.248535,0.385254,0.822510,-0.0335,0.0193,-0.0419,35.33000000000001,1.73
1.9074,-0.2214,0.1069,-0.8626,0.279297,0.400391,0.841797,-0.0335,0.0193,-0.0419,34.49000000000001,1.82
1.9108,-1.4656,0.7863,-1.7252,0.252441,0.397461,0.826416,-0.0335,0.0193,-0.0419,34.91,1.93
1.9142,-1.0763,0.0382,-0.6031,0.258301,0.391357,0.846680,-0.029,0.0208,-0.0422,34.56999999999999,2.0
1.9176,-1.1298,0.7786,-0.6565,0.250244,0.380859,0.881348,-0.029,0.0208,-0.0422,34.56999999999999,1.8
1.921,-0.7710,0.4046,0.0687,0.248779,0.375488,0.875244,-0.029,0.0208,-0.0422,34.81999999999999,1.85
1.9244,-0.2290,-0.2214,0.7405,0.196533,0.383789,0.902588,-0.029,0.0208,-0.0422,35.25,1.97
1.9278,-0.6794,0.2901,1.0153,0.197021,0.383545,0.891357,-0.029,0.0208,-0.0422,34.74000000000001,1.93
1.9312,0.3130,0.2214,0.8626,0.226807,0.394531,0.868896,-0.029,0.0208,-0.0422,34.650000000000006,1.99
1.9346,-0.2061,0.4198,0.9618,0.228516,0.395996,0.889160,-0.029,0.0208,-0.0422,34.91,1.84
1.938,0.4809,0.0000,0.8626,0.223877,0.373291,0.878662,-0.029,0.0208,-0.0422,35.25,2.03
1.9414,0.1832,0.3511,0.8779,0.243652,0.366211,0.877686,-0.029,0.0208,-0.0422,35.66999999999999,1.92
